"","age_range","outcome","involved_person","self_defined_ethnicity","gender","legislation","outcome_linked_to_object_of_search","datetime","removal_of_more_than_outer_clothing","outcome_object.id","outcome_object.name","location.latitude","location.street.id","location.street.name","location.longitude","operation","officer_defined_ethnicity","type","operation_name","object_of_search"
"4882",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-29T19:35:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.473004,1256035,On or near Birchall Street,-1.886746,NULL,Other,Person search,NULL,Controlled drugs
"4883",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-29T19:40:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.473004,1256035,On or near Birchall Street,-1.886746,NULL,NULL,Person search,NULL,Controlled drugs
"4884",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-29T19:41:00+00:00,TRUE,bu-no-further-action,A no further action disposal,52.449740,1252109,On or near Stratford Road,-1.863086,NULL,Asian,Person search,NULL,Controlled drugs
"4885",25-34,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-29T19:48:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.401658,1246349,On or near Mitten Avenue,-2.015536,NULL,NULL,Person search,NULL,Controlled drugs
"4886",25-34,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-29T19:50:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.402826,1246396,On or near High Timbers,-2.018564,NULL,NULL,Person search,NULL,Controlled drugs
"4887",NULL,Arrest,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-29T20:26:00+00:00,NULL,bu-arrest,Arrest,52.464774,1254586,On or near Belgrave Middleway,-1.891963,NULL,NULL,Vehicle search,NULL,Controlled drugs
"4888",over 34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-29T20:35:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.554235,1265769,On or near Police Station,-1.884487,NULL,NULL,Person search,NULL,Offensive weapons
"4889",over 34,Arrest,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-29T20:36:00+00:00,TRUE,bu-arrest,Arrest,52.466071,1254582,On or near Berrington Walk,-1.894109,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"4890",NULL,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-29T21:07:00+00:00,FALSE,bu-khat-or-cannabis-warning,Khat or Cannabis warning,52.565515,1268161,On or near Langley Hall Drive,-1.781174,NULL,NULL,Person search,NULL,Controlled drugs
"4891",18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-29T21:10:00+00:00,FALSE,bu-khat-or-cannabis-warning,Khat or Cannabis warning,52.565515,1268161,On or near Langley Hall Drive,-1.781174,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"4892",18-24,,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-29T21:10:00+00:00,FALSE,,,52.565515,1268161,On or near Langley Hall Drive,-1.781174,NULL,NULL,Person search,NULL,Controlled drugs
"4893",25-34,A no further action disposal,TRUE,NULL,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-29T21:54:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.472759,1256034,On or near Bradford Street,-1.884258,NULL,NULL,Person search,NULL,Article for use in theft
"4894",over 34,Community resolution,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-29T22:20:00+00:00,NULL,bu-community-resolution,Community resolution,52.470624,1254706,On or near Broom Street,-1.880201,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"4895",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-29T22:44:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.551411,1265745,On or near King Charles Court,-1.874481,NULL,NULL,Person search,NULL,Article for use in theft
"4896",NULL,,FALSE,NULL,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-29T23:07:00+00:00,NULL,,,52.522069,1262239,On or near Staff Way,-1.852118,NULL,NULL,Vehicle search,NULL,Article for use in theft
"4897",NULL,,FALSE,NULL,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-29T23:08:00+00:00,NULL,,,52.522069,1262239,On or near Staff Way,-1.852118,NULL,NULL,Vehicle search,NULL,Article for use in theft
"4898",NULL,,FALSE,NULL,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-29T23:10:00+00:00,NULL,,,52.522069,1262239,On or near Staff Way,-1.852118,NULL,NULL,Vehicle search,NULL,Stolen goods
"4899",over 34,A no further action disposal,TRUE,White - Irish,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-29T23:29:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.516952,1262240,On or near St Thomas' Road,-1.858044,NULL,NULL,Person search,NULL,Offensive weapons
"4900",NULL,A no further action disposal,TRUE,Other ethnic group - Not stated,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-29T23:45:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.455123,1252194,On or near Hendon Road,-1.869486,NULL,NULL,Person search,NULL,Offensive weapons
"4901",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-29T23:49:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.438563,1250108,On or near Carmel Grove,-2.005472,NULL,NULL,Person and Vehicle search,NULL,Stolen goods
"4902",over 34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-29T23:49:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.438563,1250108,On or near Carmel Grove,-2.005472,NULL,NULL,Person search,NULL,Article for use in theft
"4903",over 34,,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T00:03:00+00:00,FALSE,,,52.438563,1250108,On or near Carmel Grove,-2.005472,NULL,NULL,Person and Vehicle search,NULL,Stolen goods
"4904",NULL,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T00:15:00+00:00,FALSE,bu-arrest,Arrest,52.474713,1256314,On or near Fountain Road,-1.956290,NULL,NULL,Person search,NULL,Article for use in theft
"4905",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T00:24:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.474713,1256314,On or near Fountain Road,-1.956290,NULL,NULL,Person search,NULL,Article for use in theft
"4906",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T00:33:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.464818,1254805,On or near Petrol Station,-1.843036,NULL,NULL,Person search,NULL,Controlled drugs
"4907",over 34,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T01:40:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.502103,1259623,On or near Petrol Station,-1.798076,NULL,NULL,Person search,NULL,Offensive weapons
"4908",over 34,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Firearms Act 1968 (section 47),NULL,2020-12-30T01:43:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.438994,1250069,On or near Woodvale Road,-2.010106,NULL,NULL,Person and Vehicle search,NULL,Firearms
"4909",25-34,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Firearms Act 1968 (section 47),NULL,2020-12-30T01:43:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.438994,1250069,On or near Woodvale Road,-2.010106,NULL,NULL,Person and Vehicle search,NULL,Firearms
"4910",18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T02:37:00+00:00,FALSE,bu-arrest,Arrest,52.474713,1256314,On or near Fountain Road,-1.956290,NULL,NULL,Person and Vehicle search,NULL,Article for use in theft
"4911",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T09:30:00+00:00,TRUE,bu-no-further-action,A no further action disposal,52.464966,1254838,On or near Deakins Road,-1.826609,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"4912",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T13:45:00+00:00,TRUE,bu-no-further-action,A no further action disposal,52.447860,1251950,On or near Station Road,-1.821821,NULL,NULL,Person search,NULL,Controlled drugs
"4913",NULL,,FALSE,NULL,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T13:46:00+00:00,NULL,,,52.464953,1254879,On or near Steel Grove,-1.823886,NULL,NULL,Vehicle search,NULL,Article for use in theft
"4914",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T15:16:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.536598,1262789,On or near Lennox Grove,-1.832830,NULL,NULL,Person search,NULL,Article for use in theft
"4915",10-17,Arrest,TRUE,Asian/Asian British - Pakistani,NULL,Firearms Act 1968 (section 47),FALSE,2020-12-30T15:49:00+00:00,FALSE,bu-arrest,Arrest,52.498194,1259962,On or near Shopping Area,-1.896447,NULL,Asian,Person search,NULL,Firearms
"4916",10-17,Arrest,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,NULL,Firearms Act 1968 (section 47),NULL,2020-12-30T15:50:00+00:00,FALSE,bu-arrest,Arrest,52.498194,1259962,On or near Shopping Area,-1.896447,NULL,NULL,Person search,NULL,Firearms
"4917",10-17,Arrest,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Firearms Act 1968 (section 47),NULL,2020-12-30T16:07:00+00:00,FALSE,bu-arrest,Arrest,52.499273,1259955,On or near Newbury Road,-1.896636,NULL,NULL,Person search,NULL,Firearms
"4918",10-17,,TRUE,Mixed/Multiple ethnic groups - White and Asian,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T16:15:00+00:00,FALSE,,,52.562331,1265597,On or near Shopping Area,-1.823350,NULL,Asian,Person search,NULL,Offensive weapons
"4919",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T16:15:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477828,1243748,On or near Shopping Area,-1.892903,NULL,NULL,Person search,NULL,Controlled drugs
"4920",10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T16:29:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.562331,1265597,On or near Shopping Area,-1.823350,NULL,NULL,Person search,NULL,Offensive weapons
"4921",NULL,A no further action disposal,FALSE,NULL,NULL,Firearms Act 1968 (section 47),NULL,2020-12-30T16:33:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.496947,1258688,On or near Hockley Close,-1.899647,NULL,NULL,Vehicle search,NULL,Firearms
"4922",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T16:35:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.451487,1252114,On or near Lime Court,-1.865671,NULL,Asian,Person search,NULL,Controlled drugs
"4923",NULL,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T16:36:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.546959,1265159,On or near Rivington Crescent,-1.865115,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"4924",NULL,A no further action disposal,FALSE,NULL,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T16:45:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.553501,1265719,On or near Colindale Road,-1.878796,NULL,NULL,Vehicle search,NULL,Stolen goods
"4925",18-24,Khat or Cannabis warning,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-30T17:00:00+00:00,FALSE,bu-khat-or-cannabis-warning,Khat or Cannabis warning,52.521385,1262507,On or near Valencia Croft,-1.781673,NULL,NULL,Person search,NULL,Controlled drugs
"4926",18-24,Khat or Cannabis warning,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-30T17:00:00+00:00,FALSE,bu-khat-or-cannabis-warning,Khat or Cannabis warning,52.521385,1262507,On or near Valencia Croft,-1.781673,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"4927",10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T17:25:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.466963,1254944,On or near Church Road,-1.809659,NULL,NULL,Person search,NULL,Offensive weapons
"4928",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T17:30:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.466963,1254944,On or near Church Road,-1.809659,NULL,NULL,Person search,NULL,Offensive weapons
"4929",10-17,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T17:39:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.466963,1254944,On or near Church Road,-1.809659,NULL,NULL,Person search,NULL,Offensive weapons
"4930",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T17:39:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.466963,1254944,On or near Church Road,-1.809659,NULL,NULL,Person search,NULL,Offensive weapons
"4931",NULL,A no further action disposal,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T17:45:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.450327,1252124,On or near Court Road,-1.865895,NULL,NULL,Vehicle search,NULL,Controlled drugs
"4932",10-17,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T17:45:00+00:00,FALSE,bu-arrest,Arrest,52.536355,1262787,On or near Marston Road,-1.832683,NULL,NULL,Person search,NULL,Stolen goods
"4933",18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T17:45:00+00:00,FALSE,bu-arrest,Arrest,52.536355,1262787,On or near Marston Road,-1.832683,NULL,NULL,Person search,NULL,Stolen goods
"4934",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T18:12:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.563327,1265488,On or near Churchill Road,-1.789254,NULL,NULL,Person search,NULL,Controlled drugs
"4935",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T19:52:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.454437,1252067,On or near Blundell Road,-1.859187,NULL,Asian,Person search,NULL,Controlled drugs
"4936",NULL,A no further action disposal,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T19:56:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.454437,1252067,On or near Blundell Road,-1.859187,NULL,NULL,Vehicle search,NULL,Controlled drugs
"4937",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T19:56:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.454437,1252067,On or near Blundell Road,-1.859187,NULL,Asian,Person search,NULL,Controlled drugs
"4938",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T19:58:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.457896,1252112,On or near Roderick Road,-1.865033,NULL,Asian,Person search,NULL,Controlled drugs
"4939",18-24,,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T20:00:00+00:00,FALSE,,,52.454437,1252067,On or near Blundell Road,-1.859187,NULL,Asian,Person search,NULL,Controlled drugs
"4940",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T20:06:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.471405,1255044,On or near Sports/Recreation Area,-1.794286,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"4941",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T20:37:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.454437,1252067,On or near Blundell Road,-1.859187,NULL,Asian,Person search,NULL,Controlled drugs
"4942",NULL,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T21:15:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.551777,1265739,On or near Banners Walk,-1.872636,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"4943",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T23:32:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.502103,1259623,On or near Petrol Station,-1.798076,NULL,Asian,Person search,NULL,Offensive weapons
"4944",25-34,A no further action disposal,TRUE,Other ethnic group - Not stated,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T23:42:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.503636,1260138,On or near Winsham Grove,-1.941102,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"4945",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-30T23:45:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.501694,1259713,On or near Farnhurst Road,-1.829338,NULL,Asian,Person search,NULL,Controlled drugs
"4946",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-30T23:45:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.502103,1259623,On or near Petrol Station,-1.798076,NULL,NULL,Person and Vehicle search,NULL,Offensive weapons
"4947",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-31T02:21:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.506219,1259610,On or near Newport Road,-1.797100,NULL,Asian,Person search,NULL,Offensive weapons
"4948",NULL,A no further action disposal,TRUE,Other ethnic group - Not stated,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T05:36:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.502103,1259623,On or near Petrol Station,-1.798076,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"4949",NULL,A no further action disposal,TRUE,Other ethnic group - Not stated,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T05:38:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.502103,1259623,On or near Petrol Station,-1.798076,NULL,NULL,Person search,NULL,Controlled drugs
"4950",NULL,A no further action disposal,TRUE,Other ethnic group - Not stated,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T05:38:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.502103,1259623,On or near Petrol Station,-1.798076,NULL,Asian,Person search,NULL,Controlled drugs
"4951",25-34,A no further action disposal,TRUE,Other ethnic group - Not stated,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T10:09:00+00:00,TRUE,bu-no-further-action,A no further action disposal,52.479343,1256009,On or near Conference/Exhibition Centre,-1.898111,NULL,NULL,Person search,NULL,Controlled drugs
"4952",NULL,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T10:10:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.479343,1256009,On or near Conference/Exhibition Centre,-1.898111,NULL,NULL,Person search,NULL,Controlled drugs
"4953",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T10:36:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.479343,1256009,On or near Conference/Exhibition Centre,-1.898111,NULL,NULL,Person search,NULL,Controlled drugs
"4954",over 34,,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T10:42:00+00:00,FALSE,,,52.479343,1256009,On or near Conference/Exhibition Centre,-1.898111,NULL,NULL,Person search,NULL,Controlled drugs
"4955",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T10:46:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.479343,1256009,On or near Conference/Exhibition Centre,-1.898111,NULL,NULL,Person search,NULL,Controlled drugs
"4956",NULL,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T13:50:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.434410,1250158,On or near Newman College Close,-1.996970,NULL,NULL,Person search,NULL,Controlled drugs
"4957",NULL,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T13:53:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.427541,1249685,On or near Homedene Road,-1.985588,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"4958",NULL,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T13:53:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.427541,1249685,On or near Homedene Road,-1.985588,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"4959",18-24,,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T14:06:00+00:00,FALSE,,,52.492211,1258520,On or near Key Hill,-1.913443,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"4960",NULL,Penalty Notice for Disorder,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T14:16:00+00:00,FALSE,bu-penalty-notice,Penalty Notice for Disorder,52.491410,1259001,On or near Stechford Lane,-1.817212,NULL,Asian,Person search,NULL,Controlled drugs
"4961",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T15:22:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.474519,1255738,On or near Redvers Road,-1.850569,NULL,NULL,Person search,NULL,Controlled drugs
"4962",over 34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T15:28:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.478833,1255709,On or near Azalea Grove,-1.842236,NULL,NULL,Person search,NULL,Controlled drugs
"4963",25-34,Arrest,TRUE,White - Any other White background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T16:00:00+00:00,FALSE,bu-arrest,Arrest,52.521508,1262343,On or near Fern Road,-1.835908,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"4964",NULL,Penalty Notice for Disorder,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T16:30:00+00:00,FALSE,bu-penalty-notice,Penalty Notice for Disorder,52.491410,1259002,On or near Stechford Lane,-1.817315,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"4965",NULL,A no further action disposal,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T17:31:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.455801,1252129,On or near Avon Street,-1.864981,NULL,NULL,Vehicle search,NULL,Controlled drugs
"4966",18-24,,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T17:48:00+00:00,FALSE,,,52.504998,1259812,On or near Gladstone Street,-1.876233,NULL,NULL,Person search,NULL,Controlled drugs
"4967",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T17:49:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.504998,1259812,On or near Gladstone Street,-1.876233,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"4968",NULL,,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T17:50:00+00:00,FALSE,,,52.504998,1259812,On or near Gladstone Street,-1.876233,NULL,NULL,Person search,NULL,Controlled drugs
"4969",18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T18:11:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.555002,1265663,On or near Beeches Walk,-1.827701,NULL,NULL,Person search,NULL,Controlled drugs
"4970",18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T18:11:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.555002,1265663,On or near Beeches Walk,-1.827701,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"4971",NULL,A no further action disposal,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T20:13:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.408147,1246848,On or near Bells Lane,-1.916165,NULL,NULL,Vehicle search,NULL,Controlled drugs
