"","age_range","outcome","involved_person","self_defined_ethnicity","gender","legislation","outcome_linked_to_object_of_search","datetime","removal_of_more_than_outer_clothing","outcome_object.id","outcome_object.name","location.latitude","location.street.id","location.street.name","location.longitude","operation","officer_defined_ethnicity","type","operation_name","object_of_search"
"4972",NULL,Community resolution,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-12-31T23:20:00+00:00,FALSE,bu-community-resolution,Community resolution,52.520790,1262414,On or near Terrys Lane,-1.818225,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"4973",NULL,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-12-31T23:58:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.472456,1256365,On or near Marsland Close,-1.954128,NULL,Asian,Person search,NULL,Offensive weapons
"4974",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2020-12-13T15:22:03+00:00,NULL,bu-no-further-action,A no further action disposal,52.513427,1262492,On or near Avery Croft,-1.795888,FALSE,White,Person and Vehicle search,NULL,Offensive weapons
"4975",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2020-12-13T15:15:35+00:00,NULL,bu-no-further-action,A no further action disposal,52.509428,1259611,On or near Newport Road,-1.796643,FALSE,White,Person and Vehicle search,NULL,Offensive weapons
"4976",18-24,Caution (simple or conditional),TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2020-12-13T14:54:41+00:00,NULL,bu-caution,Caution (simple or conditional),52.509428,1259611,On or near Newport Road,-1.796643,FALSE,White,Person and Vehicle search,NULL,Offensive weapons
"4977",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2020-12-13T14:56:52+00:00,NULL,bu-no-further-action,A no further action disposal,52.509428,1259611,On or near Newport Road,-1.796643,FALSE,White,Person and Vehicle search,NULL,Offensive weapons
"4978",25-34,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2020-12-27T11:20:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.487116,1489964,St  Paul'S (Tram Stop),-1.904764,NULL,Black,Person search,NULL,Stolen goods
"4979",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-01T23:00:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.427600,1488807,Bournville (Station),-1.926790,NULL,Black,Person search,NULL,Controlled drugs
"4980",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-02T02:45:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.427600,1488807,Bournville (Station),-1.926790,NULL,White,Person search,NULL,Controlled drugs
"4981",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2020-12-01T22:50:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.427600,1488807,Bournville (Station),-1.926790,NULL,White,Person search,NULL,Controlled drugs
"4982",25-34,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2020-12-03T08:27:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.478321,1490260,Birmingham New Street (Station),-1.898042,NULL,Asian,Person search,NULL,Controlled drugs
"4983",over 34,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2020-12-04T14:24:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,White,Person search,NULL,Stolen goods
"4984",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2020-12-05T16:50:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,White,Person search,NULL,Anything to threaten or harm anyone
"4985",10-17,A no further action disposal,TRUE,White - Irish,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2020-12-05T16:48:00+00:00,TRUE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,White,Person search,NULL,Offensive weapons
"4986",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2020-12-05T16:06:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.478321,1490260,Birmingham New Street (Station),-1.898042,NULL,White,Person search,NULL,Anything to threaten or harm anyone
"4987",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2020-12-06T17:15:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.479000,1488830,Birmingham Moor Street (Station),-1.892290,NULL,Black,Person search,NULL,Controlled drugs
"4988",10-17,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-06T23:43:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.436900,1488819,Hall Green (Station),-1.845750,NULL,Asian,Person search,NULL,Controlled drugs
"4989",18-24,Caution (simple or conditional),TRUE,Asian/Asian British - Indian,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-07T01:12:00+00:00,FALSE,bu-caution,Caution (simple or conditional),52.436900,1488819,Hall Green (Station),-1.845750,NULL,Asian,Person search,NULL,Controlled drugs
"4990",over 34,A no further action disposal,FALSE,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2020-12-07T03:39:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,Asian,Vehicle search,NULL,Anything to threaten or harm anyone
"4991",NULL,A no further action disposal,TRUE,Other ethnic group - Not stated,Female,Police and Criminal Evidence Act 1984 (section 1),FALSE,2020-12-16T18:27:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,White,Person search,NULL,Anything to threaten or harm anyone
"4992",over 34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2020-12-16T18:45:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,White,Person search,NULL,Anything to threaten or harm anyone
"4993",NULL,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2020-12-16T22:05:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,White,Person search,NULL,Anything to threaten or harm anyone
"4994",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2020-12-22T14:04:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.564900,1488848,Sutton Coldfield (Station),-1.825170,NULL,White,Person search,NULL,Controlled drugs
"4995",18-24,A no further action disposal,TRUE,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-22T13:50:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.504201,1489565,Aston (Station),-1.870961,NULL,White,Person search,NULL,Controlled drugs
"4996",over 34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2020-12-27T20:59:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,White,Person search,NULL,Controlled drugs
"4997",10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2020-12-30T17:22:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,Black,Person search,NULL,Anything to threaten or harm anyone
"4998",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2020-12-22T02:00:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.419439,1249212,On or near Highfield Road,-1.859107,FALSE,White,Person search,NULL,Article for use in theft
"4999",25-34,Arrest,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2020-12-07T22:28:41+00:00,NULL,bu-arrest,Arrest,52.408837,1246769,On or near Keynell Covert,-1.912621,FALSE,Black,Person search,NULL,Controlled drugs
"5000",over 34,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-29T10:17:39+00:00,NULL,bu-arrest,Arrest,52.463510,1254182,On or near Clive Road,-1.993083,FALSE,White,Person and Vehicle search,NULL,Controlled drugs
"5001",18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2020-12-08T23:46:27+00:00,NULL,bu-arrest,Arrest,52.388389,1244180,On or near Fountain Close,-1.984101,FALSE,White,Person and Vehicle search,NULL,Controlled drugs
"5002",18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-08T23:57:06+00:00,NULL,bu-khat-or-cannabis-warning,Khat or Cannabis warning,52.388389,1244180,On or near Fountain Close,-1.984101,FALSE,White,Person search,NULL,Controlled drugs
"5003",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-03T23:07:26+00:00,NULL,bu-no-further-action,A no further action disposal,52.405390,1245923,On or near Supermarket,-1.886257,FALSE,Black,Person and Vehicle search,NULL,Controlled drugs
"5004",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-30T23:00:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.435138,1250073,On or near Winwoods Grove,-2.009620,FALSE,Asian,Person search,NULL,Controlled drugs
"5005",25-34,A no further action disposal,TRUE,Asian/Asian British - Indian,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-27T23:56:35+00:00,NULL,bu-no-further-action,A no further action disposal,52.433547,1250155,On or near Wolverley Road,-2.006943,FALSE,Asian,Person search,NULL,Controlled drugs
"5006",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-07T22:28:41+00:00,NULL,bu-no-further-action,A no further action disposal,52.408837,1246769,On or near Keynell Covert,-1.912621,FALSE,White,Person search,NULL,Controlled drugs
"5007",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-09T00:01:25+00:00,NULL,bu-no-further-action,A no further action disposal,52.388389,1244180,On or near Fountain Close,-1.984101,FALSE,White,Person search,NULL,Controlled drugs
"5008",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-09T00:05:03+00:00,NULL,bu-no-further-action,A no further action disposal,52.388389,1244180,On or near Fountain Close,-1.984101,FALSE,White,Person search,NULL,Controlled drugs
"5009",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2020-12-27T23:56:35+00:00,NULL,bu-no-further-action,A no further action disposal,52.433547,1250155,On or near Wolverley Road,-2.006943,FALSE,Asian,Person search,NULL,Psychoactive substances
"5010",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-11-06T17:56:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.510373,1259862,On or near Mcgregor Close,-1.884145,NULL,Asian,Person search,NULL,Fireworks
"5011",10-17,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-11-06T18:03:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.509182,1259919,On or near Endicott Road,-1.888922,NULL,Asian,Person search,NULL,Fireworks
"5012",NULL,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-11-06T18:05:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.509657,1259861,On or near Nelson Road,-1.887477,NULL,NULL,Person search,NULL,Fireworks
"5013",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-11-06T18:23:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.510422,1260020,On or near Stamford Road,-1.909517,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"5014",25-34,A no further action disposal,TRUE,Asian/Asian British - Bangladeshi,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-11-06T18:24:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.510422,1260020,On or near Stamford Road,-1.909517,NULL,NULL,Person search,NULL,Controlled drugs
"5015",18-24,,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-11-06T18:46:00+00:00,FALSE,,,52.512074,1262088,On or near Westminster Road,-1.907731,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"5016",18-24,Arrest,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-11-06T18:50:00+00:00,FALSE,bu-arrest,Arrest,52.450327,1252124,On or near Court Road,-1.865895,NULL,Asian,Person search,NULL,Controlled drugs
"5017",NULL,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-11-06T19:05:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.551033,1265744,On or near Kings Road,-1.874393,NULL,NULL,Person search,NULL,Fireworks
"5018",10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-11-06T19:09:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.475192,1255878,On or near Lower Trinity Street,-1.881514,NULL,NULL,Person search,NULL,Offensive weapons
"5019",10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-11-06T19:24:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.475481,1255913,On or near Parking Area,-1.891333,NULL,NULL,Person search,NULL,Offensive weapons
"5020",10-17,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-11-06T19:26:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.515064,1262113,On or near Pedestrian Subway,-1.901978,NULL,Asian,Person search,NULL,Offensive weapons
"5021",10-17,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2020-11-06T19:26:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.515064,1262113,On or near Pedestrian Subway,-1.901978,NULL,Asian,Person search,NULL,Offensive weapons
"5022",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-11-06T20:13:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.515525,1262172,On or near Stonechat Drive,-1.867598,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"5023",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-11-06T20:13:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.515525,1262172,On or near Stonechat Drive,-1.867598,NULL,Asian,Person search,NULL,Controlled drugs
"5024",10-17,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-11-06T20:13:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.515525,1262172,On or near Stonechat Drive,-1.867598,NULL,Asian,Person search,NULL,Controlled drugs
"5025",over 34,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2020-11-06T20:17:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.503745,1243725,On or near Jarvis Way,-1.850426,NULL,NULL,Person search,NULL,Controlled drugs
